Frame,Other,FCC,HCP,BCC,ICO
135,1421,4052,0,0,0
136,1455,4018,0,0,0
137,1447,4026,0,0,0
138,1422,4051,0,0,0
139,1438,4035,0,0,0
140,1420,4053,0,0,0
141,1470,4003,0,0,0
142,1467,4006,0,0,0
143,1478,3995,0,0,0
144,1451,4022,0,0,0
145,1494,3979,0,0,0
146,1484,3989,0,0,0
147,1495,3978,0,0,0
148,1504,3969,0,0,0
149,1538,3935,0,0,0
150,1502,3971,0,0,0
151,1563,3910,0,0,0
152,1557,3916,0,0,0
153,1535,3938,0,0,0
154,1604,3869,0,0,0
155,1629,3844,0,0,0
156,1584,3888,0,1,0
157,1583,3890,0,0,0
158,1678,3795,0,0,0
159,1660,3813,0,0,0
160,1694,3779,0,0,0
161,1695,3778,0,0,0
162,1697,3776,0,0,0
163,1691,3782,0,0,0
164,1738,3735,0,0,0
165,1752,3721,0,0,0
166,1791,3681,1,0,0
167,1718,3755,0,0,0
168,1808,3665,0,0,0
169,1861,3612,0,0,0
170,1825,3648,0,0,0
171,1773,3700,0,0,0
172,1965,3508,0,0,0
173,1890,3583,0,0,0
174,1879,3594,0,0,0
175,1948,3525,0,0,0
176,1989,3484,0,0,0
177,2027,3445,1,0,0
178,1994,3479,0,0,0
179,2075,3398,0,0,0
180,2007,3466,0,0,0
181,2119,3354,0,0,0
182,2181,3292,0,0,0
183,2169,3303,1,0,0
184,2200,3271,2,0,0
185,2152,3320,0,1,0
186,2261,3212,0,0,0
187,2166,3307,0,0,0
188,2251,3221,1,0,0
189,2266,3207,0,0,0
190,2263,3210,0,0,0
191,2300,3173,0,0,0
192,2426,3045,2,0,0
193,2338,3134,1,0,0
194,2393,3080,0,0,0
195,2342,3131,0,0,0
196,2394,3079,0,0,0
197,2501,2972,0,0,0
198,2601,2871,0,1,0
199,2732,2741,0,0,0
200,2539,2934,0,0,0
201,2583,2887,3,0,0
202,2623,2850,0,0,0
203,2563,2910,0,0,0
204,2578,2895,0,0,0
205,2686,2786,1,0,0
206,2839,2634,0,0,0
207,2689,2784,0,0,0
208,2789,2684,0,0,0
209,2821,2652,0,0,0
210,2751,2722,0,0,0
211,2926,2547,0,0,0
212,2912,2561,0,0,0
213,2943,2530,0,0,0
214,2853,2620,0,0,0
215,2842,2629,2,0,0
216,2939,2534,0,0,0
217,2783,2689,1,0,0
218,3028,2445,0,0,0
219,3037,2435,1,0,0
220,2989,2483,1,0,0
221,3131,2342,0,0,0
222,3083,2390,0,0,0
223,3038,2434,1,0,0
224,3139,2334,0,0,0
225,3131,2339,3,0,0
226,3236,2237,0,0,0
227,3189,2284,0,0,0
228,3176,2297,0,0,0
229,3132,2340,0,1,0
230,3312,2161,0,0,0
231,3113,2360,0,0,0
232,3113,2360,0,0,0
233,3241,2228,4,0,0
234,3275,2198,0,0,0
235,3393,2079,0,1,0
236,3411,2062,0,0,0
237,3270,2203,0,0,0
238,3356,2116,1,0,0
239,3380,2093,0,0,0
240,3393,2080,0,0,0
241,3372,2090,11,0,0
242,3396,2076,1,0,0
243,3557,1912,4,0,0
244,3453,2015,5,0,0
245,3600,1869,3,1,0
246,3532,1939,1,1,0
247,3643,1829,1,0,0
248,3651,1819,3,0,0
249,3672,1801,0,0,0
250,3631,1842,0,0,0
251,3606,1865,2,0,0
252,3736,1737,0,0,0
253,3701,1772,0,0,0
254,3700,1770,3,0,0
255,3720,1751,2,0,0
256,3727,1746,0,0,0
257,3705,1765,2,1,0
258,3801,1669,3,0,0
259,3772,1698,3,0,0
260,3723,1748,2,0,0
261,3826,1646,0,1,0
262,3840,1633,0,0,0
263,3921,1552,0,0,0
264,3953,1520,0,0,0
265,3896,1577,0,0,0
266,4111,1362,0,0,0
267,3884,1589,0,0,0
268,4030,1440,2,1,0
269,4198,1271,1,3,0
270,3986,1487,0,0,0
271,4109,1364,0,0,0
272,4204,1269,0,0,0
273,4123,1350,0,0,0
274,4056,1417,0,0,0
275,4234,1238,1,0,0
276,4158,1315,0,0,0
277,4097,1375,0,1,0
278,4114,1357,2,0,0
279,4154,1319,0,0,0
280,4160,1313,0,0,0
281,4118,1355,0,0,0
282,4164,1307,2,0,0
283,4320,1151,2,0,0
284,4251,1222,0,0,0
285,4247,1225,1,0,0
286,4285,1188,0,0,0
287,4364,1109,0,0,0
288,4313,1158,2,0,0
289,4393,1078,2,0,0
290,4310,1160,2,1,0
291,4336,1135,1,1,0
292,4315,1158,0,0,0
293,4377,1096,0,0,0
294,4316,1157,0,0,0
295,4265,1208,0,0,0
296,4449,1022,2,0,0
297,4521,951,1,0,0
298,4436,1037,0,0,0
299,4513,960,0,0,0
300,4428,1043,2,0,0
301,4549,922,2,0,0
302,4418,1053,2,0,0
303,4452,1021,0,0,0
304,4576,896,1,0,0
305,4392,1079,1,1,0
306,4536,936,1,0,0
307,4534,936,3,0,0
308,4472,998,3,0,0
309,4494,975,4,0,0
310,4599,872,2,0,0
311,4625,847,1,0,0
312,4546,925,2,0,0
313,4427,1045,1,0,0
314,4590,881,2,0,0
315,4479,994,0,0,0
316,4637,835,1,0,0
317,4644,829,0,0,0
318,4580,893,0,0,0
319,4608,865,0,0,0
320,4607,865,1,0,0
321,4624,847,1,1,0
322,4695,775,2,1,0
323,4805,665,3,0,0
324,4750,723,0,0,0
325,4720,752,1,0,0
326,4730,742,1,0,0
327,4849,623,1,0,0
328,4710,762,1,0,0
329,4702,771,0,0,0
330,4762,709,1,1,0
331,4779,694,0,0,0
332,4820,652,1,0,0
333,4782,688,3,0,0
334,4881,590,2,0,0
335,4824,648,1,0,0
336,4761,712,0,0,0
337,4784,686,3,0,0
338,4879,593,1,0,0
339,4909,563,1,0,0
340,4819,653,1,0,0
341,4861,612,0,0,0
342,4869,600,4,0,0
343,4959,513,0,1,0
344,4989,481,3,0,0
345,4904,568,1,0,0
346,4823,648,2,0,0
347,4879,594,0,0,0
348,4981,492,0,0,0
349,5041,431,0,1,0
350,5088,382,3,0,0
351,5040,432,1,0,0
352,5036,437,0,0,0
353,5068,405,0,0,0
354,4972,501,0,0,0
355,5077,395,1,0,0
356,5148,324,1,0,0
357,5071,402,0,0,0
358,5110,363,0,0,0
359,5098,375,0,0,0
360,5082,390,1,0,0
361,5135,338,0,0,0
362,5152,320,1,0,0
363,5079,394,0,0,0
364,5087,385,1,0,0
365,5198,274,1,0,0
366,5162,311,0,0,0
367,5055,416,2,0,0
368,5062,409,1,1,0
369,5179,294,0,0,0
370,5141,331,1,0,0
371,5165,307,1,0,0
372,5173,300,0,0,0
373,5222,250,1,0,0
374,5226,247,0,0,0
375,5264,209,0,0,0
376,5218,255,0,0,0
377,5244,227,2,0,0
378,5281,192,0,0,0
379,5228,245,0,0,0
380,5320,153,0,0,0
381,5263,210,0,0,0
382,5287,184,2,0,0
383,5287,182,4,0,0
384,5294,179,0,0,0
385,5282,191,0,0,0
386,5285,186,2,0,0
387,5265,203,5,0,0
388,5342,131,0,0,0
389,5340,132,0,1,0
390,5356,117,0,0,0
391,5338,133,2,0,0
392,5341,132,0,0,0
393,5372,101,0,0,0
394,5352,120,1,0,0
395,5400,72,1,0,0
396,5346,127,0,0,0
397,5391,82,0,0,0
398,5412,60,1,0,0
399,5393,79,1,0,0
400,5436,36,1,0,0
